ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes,Data_Referencia
1442,Larissa Lima Mendes,202581823,2B,Agropecuária,2025.2,25,3.92,50.4,3.07,61.6,6,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-07-16
1443,Leonardo Silva Mendes,202581896,3A,Agropecuária,2025.2,24,5.28,69.8,0.0,32.7,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-05-19
1444,Marcos Monteiro Nascimento,202581945,3B,Logística,2025.2,21,5.89,86.1,1.72,37.0,2,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-07-16
1445,Natália Rodrigues Ferreira,202582058,1B,Enfermagem,2025.2,20,6.78,76.3,2.85,5.0,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-08-11
1446,Samuel Costa Araújo,202582106,3B,Enfermagem,2025.2,27,3.54,64.2,1.56,35.1,3,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-10-25
1447,Vinicius Souza Nascimento,202582123,3A,Enfermagem,2025.1,23,3.88,85.3,2.67,30.1,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-05-27
1448,Gabriela Pereira Silva,202582306,5B,Eletrotécnica,2025.1,31,6.8,85.4,0.0,18.8,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-09-12
1449,Carlos Souza Gomes,202582371,3A,Agropecuária,2025.1,25,6.6,98.6,3.28,36.9,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-16
1450,Natália Ribeiro Monteiro,202582982,5A,Agropecuária,2025.2,18,6.68,81.5,3.57,48.2,1,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-03-22
1451,Larissa Lima Teixeira,202583031,2B,Agropecuária,2025.1,31,8.72,88.9,0.36,26.9,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-04-22
1452,Fernanda Araújo Almeida,202583184,5A,Eletrotécnica,2025.2,33,4.78,68.5,5.15,50.9,8,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-11-07
1453,Carlos Costa Costa,202583385,1B,Agropecuária,2025.1,22,7.09,64.6,3.04,44.9,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-11-12
1454,Mateus Ferreira Teixeira,202583726,4A,Administração,2025.1,21,4.37,76.9,3.83,48.7,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-06-06
1455,Rafaela Mendes Rodrigues,202584168,3B,Eletrotécnica,2025.2,16,8.34,80.4,3.5,28.8,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-10-26
1456,Larissa Cardoso Rodrigues,202584411,1B,Contabilidade,2025.2,16,6.07,91.8,4.3,52.7,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-04-26
1457,Carlos Santos Teixeira,202584504,4B,Agropecuária,2025.1,21,4.95,88.5,4.07,54.9,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-01-20
1458,Carla Teixeira Mendes,202584631,4A,Informática,2025.2,17,3.75,78.4,4.5,28.9,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-02-09
1459,Rafaela Souza Gomes,202584652,3B,Eletrotécnica,2025.2,29,8.61,83.0,0.66,37.9,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-04-03
1460,Eduarda Silva Rodrigues,202584700,3A,Logística,2025.2,30,5.41,92.7,1.2,33.8,9,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-01-29
1461,Luana Almeida Nascimento,202584837,4B,Logística,2025.1,32,4.24,90.3,2.72,31.2,3,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-07-03
1462,Aline Ribeiro Ribeiro,202584897,4B,Contabilidade,2025.2,28,9.04,78.7,4.65,44.2,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-09-04
1463,Rafael Nascimento Ribeiro,202584976,4A,Logística,2025.2,29,7.82,76.8,3.33,37.5,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-03-17
1464,Juliana Oliveira Costa,202585221,1A,Informática,2025.1,33,5.72,88.0,0.86,48.7,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-11-17
1465,Carlos Costa Teixeira,202585311,4B,Eletrotécnica,2025.2,17,4.08,100.0,2.23,34.7,4,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-03-03
1466,André Rodrigues Almeida,202585320,4A,Logística,2025.2,23,7.5,82.6,2.69,72.9,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-06-06
1467,Samuel Costa Barbosa,202585426,1B,Enfermagem,2025.2,31,5.44,90.7,3.1,16.1,1,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-06-01
1468,Beatriz Costa Silva,202585452,4A,Contabilidade,2025.1,32,3.17,88.5,4.27,36.5,9,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-08-27
1469,Isabela Batista Ribeiro,202585563,2B,Administração,2025.1,24,6.86,94.7,1.81,68.0,3,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-09-11
1470,Aline Batista Ferreira,202585599,4A,Agropecuária,2025.1,24,9.11,89.4,1.84,39.5,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-11-11
1471,Amanda Costa Santos,202585644,5A,Logística,2025.2,25,4.68,61.7,2.68,33.8,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-03-07
1472,Luana Araújo Costa,202585813,5B,Redes de Computadores,2025.1,31,7.4,93.7,1.85,5.0,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-09-05
1473,Daniel Mendes Araújo,202585997,2A,Administração,2025.1,19,4.07,98.7,3.75,7.1,10,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-12-12
1474,Bruno Gomes Mendes,202586104,4A,Redes de Computadores,2025.1,25,8.06,86.0,2.48,37.7,9,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-09-04
1475,Ana Oliveira Barbosa,202586280,5A,Agropecuária,2025.1,17,7.21,81.9,2.24,13.1,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-07-05
1476,Marina Ribeiro Ribeiro,202586459,2A,Informática,2025.2,24,5.27,72.3,2.49,69.2,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-07-03
1477,Felipe Costa Souza,202586500,2A,Informática,2025.1,29,6.5,79.1,1.47,42.9,10,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-01-30
1478,Paulo Barbosa Mendes,202586513,1B,Redes de Computadores,2025.2,25,3.85,100.0,3.02,30.9,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-12-02
1479,Daniel Batista Barbosa,202586565,2B,Informática,2025.1,24,5.16,100.0,3.66,42.2,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-07-08
1480,Carla Souza Pereira,202586591,3B,Logística,2025.1,20,9.72,92.2,4.56,39.7,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-08-17
1481,Juliana Oliveira Batista,202586665,2B,Informática,2025.1,18,7.83,82.4,5.0,65.8,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-05-13
1482,Diego Ferreira Almeida,202586704,1A,Redes de Computadores,2025.1,33,8.52,79.8,7.34,79.5,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-10-08
1483,Luana Almeida Souza,202586865,3B,Pedagogia,2025.2,20,7.74,86.6,3.07,31.6,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-09-27
1484,Pedro Teixeira Teixeira,202587313,3B,Informática,2025.1,16,7.14,75.5,2.04,40.6,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-11-04
1485,Eduarda Oliveira Lima,202587518,3A,Redes de Computadores,2025.1,31,5.57,100.0,3.79,27.9,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-12-21
1486,Ana Pereira Santos,202587560,4B,Agropecuária,2025.2,24,6.21,87.2,3.57,26.4,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-09-14
1487,Juliana Batista Lima,202587774,1B,Redes de Computadores,2025.1,28,3.18,77.7,4.03,47.7,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-12-13
1488,Maria Cardoso Nascimento,202587810,1B,Redes de Computadores,2025.2,17,5.91,90.6,2.85,35.3,10,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-01-31
1489,Samuel Gomes Batista,202588219,2B,Informática,2025.1,29,4.53,87.9,2.0,74.9,3,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-07-07
1490,Rafaela Rodrigues Gomes,202588409,3A,Enfermagem,2025.1,34,6.06,97.0,2.56,42.9,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-07-11
1491,Rafael Souza Ferreira,202588490,4B,Redes de Computadores,2025.2,16,7.75,75.9,0.83,43.0,2,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-03-11
1492,Larissa Monteiro Araújo,202588614,4B,Agropecuária,2025.1,21,5.84,62.8,2.9,43.5,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-01-16
1493,Juliana Souza Santos,202588694,5A,Informática,2025.2,16,8.11,82.7,4.26,34.4,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-03-08
1494,Maria Oliveira Almeida,202588829,4B,Eletrotécnica,2025.1,19,4.84,79.3,0.89,21.1,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-03-13
1495,Juliana Costa Costa,202588966,4B,Agropecuária,2025.2,20,7.03,89.3,3.18,17.1,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-01-05
1496,Maria Araújo Almeida,202589005,1B,Edificações,2025.2,33,4.23,100.0,1.72,34.0,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-08-07
1497,Luana Rodrigues Rodrigues,202589278,1B,Agropecuária,2025.2,21,6.73,98.9,1.96,45.4,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-10-10
1498,Paulo Mendes Costa,202589366,5A,Redes de Computadores,2025.1,32,7.8,97.9,0.81,69.5,1,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-05-29
1499,Leonardo Silva Nascimento,202589559,4B,Logística,2025.2,31,8.83,75.1,1.45,39.5,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-03-26
1500,Larissa Souza Silva,202589660,2B,Edificações,2025.1,25,7.67,76.2,2.96,67.9,10,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2025-03-01
1501,Henrique Barbosa Souza,202589666,2A,Informática,2025.1,20,0.16,100.0,3.57,24.2,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-03-31
1502,Gustavo Teixeira Lima,202589711,4A,Edificações,2025.1,18,4.48,90.1,4.1,30.1,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-01-23
1503,Eduarda Teixeira Batista,202589802,3A,Contabilidade,2025.2,31,8.58,90.2,2.62,48.4,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-06-15
1504,Ana Lima Souza,202589966,2A,Edificações,2025.2,24,9.39,99.9,1.4,56.6,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-11-27
1505,Camila Santos Silva,202590254,1B,Eletrotécnica,2025.2,18,7.0,100.0,1.39,58.5,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-09-25
1506,João Santos Oliveira,202590382,2A,Eletrotécnica,2025.1,25,6.95,98.7,3.28,36.9,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-03-10
1507,João Gomes Araújo,202590973,5B,Pedagogia,2025.2,34,2.73,78.3,4.45,17.8,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-03-06
1508,Isabela Batista Santos,202591192,5B,Logística,2025.1,27,8.26,73.1,3.64,67.6,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-06-16
1509,Amanda Monteiro Batista,202591223,4A,Logística,2025.2,27,10.0,82.6,1.9,88.8,3,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-06-21
1510,Lucas Gomes Ribeiro,202591290,5B,Informática,2025.1,21,7.77,74.2,2.22,21.3,5,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-10-18
1511,Mateus Ferreira Costa,202591530,4A,Agropecuária,2025.2,21,5.71,90.8,2.8,19.2,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-03-16
1512,Pedro Rodrigues Nascimento,202591609,5A,Agropecuária,2025.1,17,9.66,78.5,3.61,43.6,10,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2026-06-24
1513,Vinicius Rodrigues Teixeira,202591646,3A,Contabilidade,2025.1,29,5.52,76.6,1.91,41.7,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-02-23
1514,Bruno Barbosa Pereira,202591681,5B,Edificações,2025.2,21,5.74,87.0,1.78,51.6,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-04-23
1515,Luana Barbosa Monteiro,202591764,5B,Logística,2025.1,28,3.52,92.9,2.3,14.2,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-11-11
1516,Rafael Pereira Santos,202591825,5B,Contabilidade,2025.2,25,7.9,66.2,3.24,50.0,2,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-10-08
1517,Gustavo Ribeiro Souza,202591934,4A,Edificações,2025.1,33,5.89,94.6,3.29,40.5,1,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-09-02
1518,Eduarda Santos Almeida,202591935,1A,Enfermagem,2025.1,24,7.64,74.4,3.91,35.2,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-10-01
1519,Gabriela Ferreira Pereira,202592058,2B,Enfermagem,2025.2,31,4.23,89.3,5.42,45.6,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-06-25
1520,Marina Costa Costa,202592178,2A,Edificações,2025.2,17,6.35,76.5,0.26,50.5,9,0,1,ALTO,90,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-03-07
1521,Diego Gomes Silva,202592358,4A,Pedagogia,2025.1,33,6.31,78.7,5.4,44.8,7,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2026-06-29
1522,André Silva Teixeira,202592463,1A,Logística,2025.1,18,7.98,86.2,5.39,47.4,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-03-04
1523,Lucas Cardoso Mendes,202592557,3B,Edificações,2025.2,33,5.32,94.3,1.81,49.6,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-06-12
1524,Natália Silva Ribeiro,202592603,4A,Eletrotécnica,2025.2,24,7.52,100.0,2.79,50.0,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-05
1525,Eduarda Lima Ribeiro,202592984,5B,Agropecuária,2025.1,16,5.75,68.0,2.97,43.4,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-01-08
1526,Isabela Lima Cardoso,202593099,1B,Logística,2025.1,16,3.13,76.9,0.52,45.5,2,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-08-03
1527,Luana Oliveira Lima,202593138,5A,Agropecuária,2025.1,28,5.4,91.9,0.87,49.3,9,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-06-21
1528,Aline Gomes Monteiro,202593194,1A,Contabilidade,2025.1,30,8.2,77.3,3.0,30.4,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-06-13
1529,Pedro Santos Oliveira,202593230,1A,Edificações,2025.1,31,8.96,100.0,1.03,19.9,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-09-19
1530,Luana Oliveira Almeida,202593258,1B,Administração,2025.1,29,5.11,88.1,4.68,37.6,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-02-22
1531,Amanda Barbosa Rodrigues,202593320,3A,Eletrotécnica,2025.2,19,5.62,100.0,2.78,19.0,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-11-29
1532,Paulo Rodrigues Gomes,202593432,5A,Informática,2025.1,24,7.25,81.8,5.56,23.7,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-12-15
1533,Carla Silva Costa,202593458,1B,Pedagogia,2025.1,28,5.66,80.9,2.72,52.9,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-05-15
1534,Camila Barbosa Nascimento,202593518,1B,Enfermagem,2025.1,19,6.1,73.4,2.15,14.5,8,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-12-30
1535,Isabela Pereira Araújo,202593862,4A,Informática,2025.1,24,4.14,68.4,3.12,25.0,10,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-11-11
1536,Thiago Ferreira Lima,202593886,4B,Logística,2025.1,31,5.07,57.9,3.05,38.0,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-10-20
1537,Larissa Almeida Nascimento,202593909,1B,Eletrotécnica,2025.1,33,4.8,78.4,3.23,75.2,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-07-13
1538,Felipe Mendes Santos,202594173,1B,Redes de Computadores,2025.2,33,5.27,75.6,3.29,44.2,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-10-19
1539,Felipe Rodrigues Batista,202594195,2B,Informática,2025.2,25,5.78,79.1,2.59,41.5,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-12-27
1540,Leonardo Costa Ribeiro,202594206,2A,Eletrotécnica,2025.1,30,7.74,77.1,5.52,51.4,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-10-22
1541,Eduarda Oliveira Mendes,202594343,5A,Logística,2025.2,18,5.92,77.7,3.11,29.4,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-09-18
1542,Felipe Teixeira Souza,202594536,2B,Contabilidade,2025.1,19,6.02,81.3,3.13,5.0,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-08-10
1543,João Silva Pereira,202594887,3B,Logística,2025.1,29,5.32,94.6,3.66,17.4,6,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-01-22
1544,Paulo Santos Oliveira,202594931,5A,Redes de Computadores,2025.2,17,8.46,73.5,1.16,35.4,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-09-07
1545,Rafaela Gomes Mendes,202594948,2B,Contabilidade,2025.2,32,6.36,95.9,2.88,23.7,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-06
1546,João Barbosa Batista,202595044,5B,Administração,2025.2,28,7.47,90.4,3.33,13.9,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-05-06
1547,Mateus Souza Souza,202595097,4B,Administração,2025.1,23,8.06,69.1,4.02,62.4,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-08-26
1548,Rafaela Oliveira Nascimento,202595166,3A,Logística,2025.2,33,7.35,89.1,3.21,28.9,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-03-30
1549,Maria Silva Cardoso,202595404,2B,Agropecuária,2025.1,23,8.84,91.9,3.29,57.3,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-11-17
1550,Beatriz Pereira Rodrigues,202595670,5A,Edificações,2025.2,34,4.81,68.4,2.17,24.4,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-11-08
1551,Gustavo Mendes Nascimento,202595832,2A,Informática,2025.2,31,8.62,65.6,3.2,10.5,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-11-23
1552,Maria Rodrigues Almeida,202595909,5A,Administração,2025.1,27,5.37,100.0,1.82,16.5,5,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-07-28
1553,Vinicius Oliveira Almeida,202595989,1B,Agropecuária,2025.1,30,5.52,53.3,3.32,64.2,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-08-19
1554,Camila Oliveira Rodrigues,202596311,2B,Enfermagem,2025.1,29,4.61,79.7,2.15,63.6,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-10-23
1555,Beatriz Pereira Rodrigues,202596444,4A,Edificações,2025.2,27,6.67,83.4,4.43,66.6,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-27
1556,Vitória Santos Oliveira,202596455,4A,Eletrotécnica,2025.1,33,6.75,89.2,1.43,12.7,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-08-03
1557,Beatriz Oliveira Silva,202596583,1B,Redes de Computadores,2025.1,28,6.76,82.9,3.14,27.3,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-12-14
1558,Camila Pereira Cardoso,202596705,5A,Pedagogia,2025.2,18,9.95,77.7,3.89,5.0,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-04-09
1559,Camila Barbosa Rodrigues,202596759,1A,Enfermagem,2025.1,18,6.03,66.8,2.59,45.5,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-02
1560,Natália Lima Araújo,202596787,1B,Edificações,2025.1,32,7.97,85.3,4.13,43.2,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-07-25
1561,Gabriela Nascimento Araújo,202596827,1A,Contabilidade,2025.2,34,7.36,100.0,2.49,31.7,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-04-29
1562,Pedro Lima Oliveira,202596914,2A,Edificações,2025.2,21,5.67,82.1,3.82,64.9,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-12-05
1563,Vitória Teixeira Lima,202597135,3A,Agropecuária,2025.2,20,2.94,79.6,2.43,30.8,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-11-21
1564,Luana Almeida Ferreira,202597141,3B,Contabilidade,2025.1,20,4.62,76.8,0.0,27.4,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-04-21
1565,Carla Teixeira Oliveira,202597370,3B,Redes de Computadores,2025.2,29,5.16,74.4,3.59,36.1,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-01-21
1566,Lucas Lima Rodrigues,202597509,5A,Eletrotécnica,2025.1,33,3.24,91.2,0.99,20.7,1,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-08-01
1567,Paulo Ferreira Souza,202597828,2A,Eletrotécnica,2025.2,17,10.0,82.5,1.68,17.4,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-08-05
1568,André Lima Santos,202597833,2A,Logística,2025.2,21,8.77,77.5,2.98,24.5,2,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-05
1569,Ana Pereira Cardoso,202598142,3B,Agropecuária,2025.1,21,3.26,100.0,2.9,30.6,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-08-29
1570,Carlos Araújo Nascimento,202598226,4B,Edificações,2025.2,26,6.4,83.2,4.88,41.2,7,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2025-03-07
1571,Mateus Batista Teixeira,202598408,3B,Logística,2025.2,25,6.14,87.7,2.75,22.6,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-03-01
1572,Marina Almeida Teixeira,202598519,4A,Edificações,2025.2,24,4.05,69.9,2.82,5.0,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-12-05
1573,André Ferreira Rodrigues,202598540,4B,Eletrotécnica,2025.1,23,8.17,84.9,1.74,37.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-09-18
1574,João Rodrigues Silva,202598641,5B,Eletrotécnica,2025.1,25,7.15,84.5,0.68,31.7,9,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-03-12
1575,Maria Cardoso Araújo,202598671,3B,Agropecuária,2025.1,29,6.81,100.0,3.05,24.2,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-03-15
1576,Paulo Ribeiro Silva,202598721,1A,Enfermagem,2025.1,26,4.96,74.1,3.08,47.2,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-10-28
1577,João Monteiro Barbosa,202598761,4B,Agropecuária,2025.1,24,3.29,85.0,2.8,23.3,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-07-28
1578,Vinicius Teixeira Ribeiro,202598805,5A,Contabilidade,2025.1,19,4.76,76.2,3.66,17.6,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-09-04
